ds,y,hour,weekday,is_weekend,weekofyear,month,year,is_winter,air_temperature,wind_speed,precipitation_amount
2018-06-10 06:00:00,9,6,6,1,23,6,2018,0,10.850000000000001,5.4,0.0
2018-06-10 09:00:00,36,9,6,1,23,6,2018,0,12.366666666666667,6.0,0.0
2018-06-10 12:00:00,55,12,6,1,23,6,2018,0,14.3,7.2,0.1
2018-06-10 15:00:00,68,15,6,1,23,6,2018,0,13.8,14.4,0.0
2018-06-10 18:00:00,53,18,6,1,23,6,2018,0,11.4,10.8,0.0
2018-06-10 21:00:00,4,21,6,1,23,6,2018,0,7.666666666666667,4.8,0.0
2018-06-11 03:00:00,9,3,0,0,24,6,2018,0,7.949999999999999,7.2,0.0
2018-06-11 06:00:00,43,6,0,0,24,6,2018,0,8.4,7.2,0.0
2018-06-11 09:00:00,33,9,0,0,24,6,2018,0,9.433333333333334,4.8,0.1
2018-06-11 12:00:00,57,12,0,0,24,6,2018,0,10.766666666666666,8.4,0.0
2018-06-11 15:00:00,38,15,0,0,24,6,2018,0,10.633333333333333,9.6,0.1
2018-06-11 18:00:00,43,18,0,0,24,6,2018,0,9.366666666666667,12.0,0.0
2018-06-11 21:00:00,5,21,0,0,24,6,2018,0,7.7,9.6,0.0
2018-06-12 03:00:00,23,3,1,0,24,6,2018,0,7.033333333333334,7.2,0.1
2018-06-12 06:00:00,61,6,1,0,24,6,2018,0,7.566666666666666,13.200000000000001,0.1
2018-06-12 09:00:00,44,9,1,0,24,6,2018,0,9.933333333333334,12.0,0.0
2018-06-12 12:00:00,82,12,1,0,24,6,2018,0,10.299999999999999,10.800000000000002,0.1
2018-06-12 15:00:00,84,15,1,0,24,6,2018,0,10.1,12.0,0.1
2018-06-12 18:00:00,33,18,1,0,24,6,2018,0,9.299999999999999,7.2,0.0
2018-06-12 21:00:00,7,21,1,0,24,6,2018,0,8.433333333333332,3.6,0.0
2018-06-13 03:00:00,18,3,2,0,24,6,2018,0,8.033333333333333,3.6,0.2
2018-06-13 06:00:00,52,6,2,0,24,6,2018,0,8.966666666666667,3.6,0.0
2018-06-13 09:00:00,46,9,2,0,24,6,2018,0,10.5,3.6,0.0
2018-06-13 12:00:00,67,12,2,0,24,6,2018,0,11.8,7.2,0.0
2018-06-13 15:00:00,90,15,2,0,24,6,2018,0,13.649999999999999,10.8,0.1
2018-06-13 18:00:00,55,18,2,0,24,6,2018,0,13.0,9.0,0.0
2018-06-13 21:00:00,12,21,2,0,24,6,2018,0,12.1,10.8,0.0
2018-06-14 03:00:00,28,3,3,0,24,6,2018,0,,,0.0
2018-06-14 06:00:00,41,6,3,0,24,6,2018,0,16.450000000000003,18.0,0.1
2018-06-14 09:00:00,39,9,3,0,24,6,2018,0,17.599999999999998,19.2,0.2
2018-06-14 12:00:00,76,12,3,0,24,6,2018,0,18.1,21.6,0.2
2018-06-14 15:00:00,63,15,3,0,24,6,2018,0,18.2,19.8,0.1
2018-06-14 18:00:00,26,18,3,0,24,6,2018,0,17.3,23.4,0.1
2018-06-14 21:00:00,11,21,3,0,24,6,2018,0,16.8,25.2,0.1
2018-06-15 03:00:00,28,3,4,0,24,6,2018,0,11.0,7.2,0.0
2018-06-15 06:00:00,39,6,4,0,24,6,2018,0,15.25,7.2,0.0
2018-06-15 09:00:00,41,9,4,0,24,6,2018,0,16.633333333333333,9.6,0.2
2018-06-15 12:00:00,93,12,4,0,24,6,2018,0,16.133333333333336,8.4,0.1
2018-06-15 15:00:00,65,15,4,0,24,6,2018,0,15.533333333333333,4.8,0.4
2018-06-15 18:00:00,46,18,4,0,24,6,2018,0,12.700000000000001,6.0,0.0
2018-06-15 21:00:00,7,21,4,0,24,6,2018,0,9.866666666666667,3.6,0.0
2018-06-16 03:00:00,2,3,5,1,24,6,2018,0,9.5,4.8,0.1
2018-06-16 06:00:00,31,6,5,1,24,6,2018,0,13.5,7.2,0.0
2018-06-16 09:00:00,57,9,5,1,24,6,2018,0,15.166666666666666,8.4,0.2
2018-06-16 12:00:00,50,12,5,1,24,6,2018,0,15.133333333333333,10.800000000000002,0.0
2018-06-16 15:00:00,49,15,5,1,24,6,2018,0,14.6,9.6,0.1
2018-06-16 18:00:00,35,18,5,1,24,6,2018,0,13.533333333333333,9.6,0.0
2018-06-16 21:00:00,27,21,5,1,24,6,2018,0,9.966666666666667,6.0,0.0
2018-06-17 03:00:00,2,3,6,1,24,6,2018,0,9.600000000000001,5.4,0.0
2018-06-17 06:00:00,16,6,6,1,24,6,2018,0,12.466666666666667,3.6,0.30000000000000004
2018-06-17 09:00:00,44,9,6,1,24,6,2018,0,17.333333333333332,12.0,0.1
2018-06-17 12:00:00,83,12,6,1,24,6,2018,0,18.633333333333333,13.200000000000001,0.1
2018-06-17 15:00:00,51,15,6,1,24,6,2018,0,17.900000000000002,12.0,0.0
2018-06-17 18:00:00,36,18,6,1,24,6,2018,0,14.966666666666667,6.0,0.0
2018-06-17 21:00:00,7,21,6,1,24,6,2018,0,12.966666666666667,3.6,0.0
2018-06-18 03:00:00,27,3,0,0,25,6,2018,0,11.766666666666666,7.2,0.0
2018-06-18 06:00:00,36,6,0,0,25,6,2018,0,14.766666666666666,9.6,0.0
2018-06-18 09:00:00,33,9,0,0,25,6,2018,0,16.233333333333334,12.0,0.2
2018-06-18 12:00:00,68,12,0,0,25,6,2018,0,16.23333333333333,8.4,0.7
2018-06-18 15:00:00,54,15,0,0,25,6,2018,0,16.466666666666665,9.6,0.2
2018-06-18 18:00:00,86,18,0,0,25,6,2018,0,11.5,8.4,0.0
2018-06-18 21:00:00,12,21,0,0,25,6,2018,0,9.866666666666667,7.2,1.1
2018-06-19 03:00:00,14,3,1,0,25,6,2018,0,8.0,6.0,12.2
2018-06-19 06:00:00,68,6,1,0,25,6,2018,0,10.4,4.8,0.1
2018-06-19 09:00:00,45,9,1,0,25,6,2018,0,13.0,6.0,0.0
2018-06-19 12:00:00,52,12,1,0,25,6,2018,0,11.0,19.2,0.4
2018-06-19 15:00:00,49,15,1,0,25,6,2018,0,11.200000000000001,28.8,0.1
2018-06-19 18:00:00,28,18,1,0,25,6,2018,0,10.299999999999999,24.0,0.0
2018-06-19 21:00:00,5,21,1,0,25,6,2018,0,10.1,22.8,0.0
2018-06-20 03:00:00,23,3,2,0,25,6,2018,0,9.333333333333334,14.4,0.0
2018-06-20 06:00:00,46,6,2,0,25,6,2018,0,10.266666666666666,22.8,0.1
2018-06-20 09:00:00,44,9,2,0,25,6,2018,0,10.633333333333333,19.2,0.2
2018-06-20 12:00:00,78,12,2,0,25,6,2018,0,10.866666666666667,16.8,0.1
2018-06-20 15:00:00,46,15,2,0,25,6,2018,0,11.1,16.8,0.0
2018-06-20 18:00:00,39,18,2,0,25,6,2018,0,10.266666666666666,13.200000000000001,0.0
2018-06-20 21:00:00,8,21,2,0,25,6,2018,0,9.0,10.799999999999999,0.0
2018-06-21 03:00:00,30,3,3,0,25,6,2018,0,7.5,4.8,0.30000000000000004
2018-06-21 06:00:00,28,6,3,0,25,6,2018,0,8.666666666666666,7.2,0.2
2018-06-21 09:00:00,50,9,3,0,25,6,2018,0,9.933333333333332,12.0,0.1
2018-06-21 12:00:00,92,12,3,0,25,6,2018,0,10.4,10.800000000000002,0.2
2018-06-21 15:00:00,59,15,3,0,25,6,2018,0,10.366666666666667,14.4,0.30000000000000004
2018-06-21 18:00:00,44,18,3,0,25,6,2018,0,9.233333333333333,13.200000000000001,0.0
2018-06-21 21:00:00,8,21,3,0,25,6,2018,0,8.5,10.800000000000002,0.7
2018-06-22 03:00:00,16,3,4,0,25,6,2018,0,7.333333333333333,13.200000000000001,0.30000000000000004
2018-06-22 06:00:00,17,6,4,0,25,6,2018,0,6.166666666666667,18.0,1.6
2018-06-22 09:00:00,21,9,4,0,25,6,2018,0,6.7,18.0,0.5
2018-06-22 12:00:00,41,12,4,0,25,6,2018,0,6.8999999999999995,15.6,0.0
2018-06-22 15:00:00,28,15,4,0,25,6,2018,0,7.1000000000000005,21.600000000000005,0.2
2018-06-22 18:00:00,20,18,4,0,25,6,2018,0,6.966666666666666,18.0,0.2
2018-06-22 21:00:00,8,21,4,0,25,6,2018,0,7.466666666666666,18.0,0.2
2018-06-23 03:00:00,2,3,5,1,25,6,2018,0,8.200000000000001,8.4,0.1
2018-06-23 06:00:00,14,6,5,1,25,6,2018,0,9.133333333333333,12.0,0.1
2018-06-23 09:00:00,16,9,5,1,25,6,2018,0,9.833333333333334,9.6,4.2
2018-06-23 12:00:00,32,12,5,1,25,6,2018,0,10.866666666666667,12.0,0.30000000000000004
2018-06-23 15:00:00,38,15,5,1,25,6,2018,0,10.700000000000001,13.200000000000001,0.1
2018-06-23 18:00:00,13,18,5,1,25,6,2018,0,9.466666666666667,8.4,0.0
2018-06-23 21:00:00,12,21,5,1,25,6,2018,0,9.033333333333333,7.2,0.0
2018-06-24 03:00:00,5,3,6,1,25,6,2018,0,9.366666666666667,4.8,0.0
2018-06-24 06:00:00,9,6,6,1,25,6,2018,0,10.9,4.8,0.0
2018-06-24 09:00:00,46,9,6,1,25,6,2018,0,13.5,6.0,0.0
2018-06-24 12:00:00,60,12,6,1,25,6,2018,0,13.766666666666666,7.2,0.0
2018-06-24 15:00:00,42,15,6,1,25,6,2018,0,13.633333333333333,4.8,0.0
2018-06-24 18:00:00,20,18,6,1,25,6,2018,0,10.933333333333332,6.0,1.3
2018-06-25 03:00:00,18,3,0,0,26,6,2018,0,11.5,7.2,0.0
2018-06-25 06:00:00,46,6,0,0,26,6,2018,0,12.799999999999999,8.4,0.0
2018-06-25 09:00:00,26,9,0,0,26,6,2018,0,12.633333333333333,4.8,0.5
2018-06-25 12:00:00,76,12,0,0,26,6,2018,0,11.833333333333334,10.800000000000002,0.1
2018-06-25 15:00:00,47,15,0,0,26,6,2018,0,11.4,10.799999999999999,0.1
2018-06-25 18:00:00,55,18,0,0,26,6,2018,0,11.666666666666666,4.8,0.0
2018-06-25 21:00:00,10,21,0,0,26,6,2018,0,11.066666666666668,4.8,0.0
2018-06-26 03:00:00,27,3,1,0,26,6,2018,0,10.700000000000001,4.8,0.0
2018-06-26 06:00:00,69,6,1,0,26,6,2018,0,13.033333333333333,7.2,0.1
2018-06-26 09:00:00,36,9,1,0,26,6,2018,0,16.0,7.2,0.1
2018-06-26 12:00:00,85,12,1,0,26,6,2018,0,15.200000000000001,15.6,0.1
2018-06-26 15:00:00,85,15,1,0,26,6,2018,0,12.333333333333334,15.6,0.1
2018-06-26 18:00:00,43,18,1,0,26,6,2018,0,11.133333333333333,9.6,0.0
2018-06-26 21:00:00,10,21,1,0,26,6,2018,0,10.299999999999999,3.6,0.0
2018-06-27 03:00:00,29,3,2,0,26,6,2018,0,10.333333333333334,3.6,0.30000000000000004
2018-06-27 06:00:00,45,6,2,0,26,6,2018,0,12.200000000000001,3.6,0.0
2018-06-27 09:00:00,52,9,2,0,26,6,2018,0,14.133333333333333,10.800000000000002,0.2
2018-06-27 12:00:00,75,12,2,0,26,6,2018,0,16.666666666666668,10.800000000000002,0.0
2018-06-27 15:00:00,71,15,2,0,26,6,2018,0,18.066666666666666,7.2,0.1
2018-06-27 18:00:00,69,18,2,0,26,6,2018,0,16.433333333333334,3.6,0.0
2018-06-27 21:00:00,5,21,2,0,26,6,2018,0,14.233333333333334,3.6,0.0
2018-06-28 03:00:00,30,3,3,0,26,6,2018,0,11.5,4.8,0.0
2018-06-28 06:00:00,47,6,3,0,26,6,2018,0,12.266666666666666,6.0,0.0
2018-06-28 09:00:00,17,9,3,0,26,6,2018,0,12.0,14.4,2.7
2018-06-28 12:00:00,68,12,3,0,26,6,2018,0,11.1,18.0,0.7
2018-06-28 15:00:00,63,15,3,0,26,6,2018,0,10.866666666666667,18.0,0.1
2018-06-28 18:00:00,28,18,3,0,26,6,2018,0,9.433333333333334,15.6,0.2
2018-06-28 21:00:00,7,21,3,0,26,6,2018,0,8.700000000000001,13.200000000000001,0.0
2018-06-29 03:00:00,33,3,4,0,26,6,2018,0,8.066666666666668,9.6,0.0
2018-06-29 06:00:00,35,6,4,0,26,6,2018,0,8.466666666666667,12.0,0.1
2018-06-29 09:00:00,27,9,4,0,26,6,2018,0,9.066666666666666,8.4,0.2
2018-06-29 12:00:00,47,12,4,0,26,6,2018,0,10.0,14.4,0.1
2018-06-29 15:00:00,52,15,4,0,26,6,2018,0,9.5,13.200000000000001,0.1
2018-06-29 18:00:00,32,18,4,0,26,6,2018,0,9.033333333333333,7.2,0.0
